Date/Time,Location,Sunlight,Magnetic field strength,Temperature,Humidity
2022-04-16 05:16:37.744136,IERS2010 latitude +7.0104 N longitude 5.5550 E elevation 413729.5 m,In sunlight,"x: 11.653519630432129, y: 4.960995197296143, z: -18.593887329101562",34.7069°C,28.5755%
2022-04-16 05:16:52.834693,IERS2010 latitude +7.7766 N longitude 6.1074 E elevation 413675.7 m,In sunlight,"x: 11.360296249389648, y: 5.524550437927246, z: -18.735607147216797",34.8136°C,30.7019%
2022-04-16 05:17:07.935009,IERS2010 latitude +8.5424 N longitude 6.6624 E elevation 413629.1 m,In sunlight,"x: 10.811739921569824, y: 6.319110870361328, z: -19.076509475708008",34.7602°C,29.371%
2022-04-16 05:17:23.024941,IERS2010 latitude +9.3066 N longitude 7.2195 E elevation 413589.7 m,In sunlight,"x: 10.437183380126953, y: 6.953894138336182, z: -19.54401397705078",34.6536°C,29.6372%
2022-04-16 05:17:38.124988,IERS2010 latitude +10.0703 N longitude 7.7797 E elevation 413557.4 m,In sunlight,"x: 10.029227256774902, y: 7.514377117156982, z: -19.911367416381836",34.6891°C,29.5515%
2022-04-16 05:17:53.272199,IERS2010 latitude +10.8352 N longitude 8.3447 E elevation 413532.2 m,In sunlight,"x: 9.525230407714844, y: 8.192171096801758, z: -19.983776092529297",34.7069°C,29.3985%
2022-04-16 05:18:08.346617,IERS2010 latitude +11.5951 N longitude 8.9100 E elevation 413514.1 m,In sunlight,"x: 9.183821678161621, y: 8.8276948928833, z: -20.434553146362305",34.7958°C,29.2976%
2022-04-16 05:18:23.441552,IERS2010 latitude +12.3546 N longitude 9.4796 E elevation 413503.0 m,In sunlight,"x: 9.061420440673828, y: 9.29359245300293, z: -20.78271484375",34.7958°C,29.4873%
2022-04-16 05:18:38.544957,IERS2010 latitude +13.1131 N longitude 10.0531 E elevation 413498.7 m,In sunlight,"x: 8.68620491027832, y: 10.022682189941406, z: -20.926162719726562",34.7069°C,29.4353%
2022-04-16 05:18:53.652468,IERS2010 latitude +13.8701 N longitude 10.6307 E elevation 413501.2 m,In sunlight,"x: 8.296330451965332, y: 10.762483596801758, z: -21.259191513061523",34.7602°C,29.5301%
2022-04-16 05:19:08.776529,IERS2010 latitude +14.6263 N longitude 11.2132 E elevation 413510.4 m,In sunlight,"x: 8.111166000366211, y: 11.398539543151855, z: -21.343589782714844",34.8491°C,30.0808%
2022-04-16 05:19:23.868181,IERS2010 latitude +15.3790 N longitude 11.7987 E elevation 413526.2 m,In sunlight,"x: 7.817024230957031, y: 12.16164493560791, z: -21.50010871887207",34.7602°C,29.5882%
2022-04-16 05:19:38.972600,IERS2010 latitude +16.1304 N longitude 12.3895 E elevation 413548.5 m,In sunlight,"x: 7.606838703155518, y: 12.833076477050781, z: -21.80250358581543",34.778°C,30.1696%
2022-04-16 05:19:54.060953,IERS2010 latitude +16.8790 N longitude 12.9845 E elevation 413577.1 m,In sunlight,"x: 7.277509689331055, y: 13.596359252929688, z: -22.185396194458008",34.6536°C,29.3068%
2022-04-16 05:20:09.145109,IERS2010 latitude +17.6251 N longitude 13.5846 E elevation 413611.9 m,In sunlight,"x: 6.96843957901001, y: 14.490911483764648, z: -22.35030174255371",34.7425°C,29.7779%
2022-04-16 05:20:24.272910,IERS2010 latitude +18.3712 N longitude 14.1919 E elevation 413653.0 m,In sunlight,"x: 6.788329124450684, y: 15.479736328125, z: -22.665658950805664",34.8136°C,29.6953%
2022-04-16 05:20:39.359233,IERS2010 latitude +19.1127 N longitude 14.8033 E elevation 413699.9 m,In sunlight,"x: 6.5907182693481445, y: 16.276691436767578, z: -22.969148635864258",34.7069°C,29.4934%
2022-04-16 05:20:54.450592,IERS2010 latitude +19.8520 N longitude 15.4209 E elevation 413752.7 m,In sunlight,"x: 6.404338836669922, y: 17.15339469909668, z: -23.0904483795166",34.7958°C,29.2027%
2022-04-16 05:21:09.539889,IERS2010 latitude +20.5885 N longitude 16.0448 E elevation 413811.2 m,In sunlight,"x: 6.16377067565918, y: 17.87908172607422, z: -23.200397491455078",34.7602°C,29.7106%
2022-04-16 05:21:24.634959,IERS2010 latitude +21.3225 N longitude 16.6755 E elevation 413875.2 m,In sunlight,"x: 6.025519847869873, y: 18.807584762573242, z: -23.332242965698242",34.7602°C,30.1451%
2022-04-16 05:21:39.785203,IERS2010 latitude +22.0562 N longitude 17.3154 E elevation 413944.9 m,In sunlight,"x: 5.758244514465332, y: 19.61469841003418, z: -23.46322250366211",34.7247°C,29.4628%
2022-04-16 05:21:54.854794,IERS2010 latitude +22.7829 N longitude 17.9591 E elevation 414019.4 m,In sunlight,"x: 5.685362339019775, y: 20.565622329711914, z: -23.691320419311523",34.778°C,29.5087%
2022-04-16 05:22:09.946535,IERS2010 latitude +23.5074 N longitude 18.6113 E elevation 414099.1 m,In sunlight,"x: 5.467451095581055, y: 21.304370880126953, z: -23.84438133239746",34.7069°C,29.3404%
2022-04-16 05:22:25.044978,IERS2010 latitude +24.2289 N longitude 19.2717 E elevation 414183.8 m,In sunlight,"x: 5.441957950592041, y: 22.108747482299805, z: -24.024538040161133",34.6891°C,29.4995%
2022-04-16 05:22:40.146323,IERS2010 latitude +24.9470 N longitude 19.9403 E elevation 414273.2 m,In sunlight,"x: 5.3371405601501465, y: 22.899887084960938, z: -24.049102783203125",34.7425°C,29.6127%
2022-04-16 05:22:55.288706,IERS2010 latitude +25.6633 N longitude 20.6192 E elevation 414367.4 m,In sunlight,"x: 5.303990364074707, y: 23.628890991210938, z: -24.112689971923828",34.7425°C,29.3832%
2022-04-16 05:23:10.367167,IERS2010 latitude +26.3728 N longitude 21.3042 E elevation 414465.6 m,In sunlight,"x: 5.186156749725342, y: 24.417692184448242, z: -24.153610229492188",34.7069°C,29.3894%
2022-04-16 05:23:25.445002,IERS2010 latitude +27.0782 N longitude 21.9982 E elevation 414568.0 m,In sunlight,"x: 5.152523517608643, y: 25.174823760986328, z: -24.343215942382812",34.7425°C,29.475%
2022-04-16 05:23:40.534958,IERS2010 latitude +27.7799 N longitude 22.7023 E elevation 414674.4 m,In sunlight,"x: 5.225656986236572, y: 26.01180076599121, z: -24.311500549316406",34.7247°C,30.1787%
2022-04-16 05:23:55.644777,IERS2010 latitude +28.4783 N longitude 23.4172 E elevation 414784.8 m,In sunlight,"x: 5.349972724914551, y: 26.8129825592041, z: -24.434772491455078",34.7069°C,31.2618%
2022-04-16 05:24:10.771750,IERS2010 latitude +29.1728 N longitude 24.1432 E elevation 414899.0 m,In sunlight,"x: 5.388094425201416, y: 27.534265518188477, z: -24.212491989135742",34.7247°C,30.6958%
2022-04-16 05:24:25.844924,IERS2010 latitude +29.8601 N longitude 24.8772 E elevation 415016.2 m,In sunlight,"x: 5.529236316680908, y: 28.359600067138672, z: -24.29169464111328",34.7069°C,30.0227%
2022-04-16 05:24:40.950493,IERS2010 latitude +30.5439 N longitude 25.6237 E elevation 415136.9 m,In sunlight,"x: 5.603610038757324, y: 29.056604385375977, z: -24.235239028930664",34.6713°C,29.8085%
2022-04-16 05:24:56.052575,IERS2010 latitude +31.2224 N longitude 26.3814 E elevation 415260.5 m,In sunlight,"x: 5.522820472717285, y: 29.856412887573242, z: -24.31990623474121",34.7602°C,29.2609%
2022-04-16 05:25:11.139906,IERS2010 latitude +31.8949 N longitude 27.1501 E elevation 415386.9 m,In sunlight,"x: 5.593558311462402, y: 30.621429443359375, z: -24.487810134887695",34.6536°C,29.0926%
2022-04-16 05:25:26.266742,IERS2010 latitude +32.5635 N longitude 27.9329 E elevation 415516.2 m,In sunlight,"x: 5.671738624572754, y: 31.41321563720703, z: -24.637184143066406",34.7602°C,29.4995%
2022-04-16 05:25:41.358265,IERS2010 latitude +33.2247 N longitude 28.7265 E elevation 415647.7 m,In sunlight,"x: 5.840975284576416, y: 32.05283737182617, z: -24.82695770263672",34.6891°C,29.7443%
2022-04-16 05:25:56.458628,IERS2010 latitude +33.8803 N longitude 29.5334 E elevation 415781.4 m,In sunlight,"x: 5.934685230255127, y: 32.70143508911133, z: -24.553913116455078",34.7069°C,30.0135%
2022-04-16 05:26:11.545014,IERS2010 latitude +34.5290 N longitude 30.3528 E elevation 415917.0 m,In sunlight,"x: 6.014893054962158, y: 33.60149383544922, z: -24.42727279663086",34.618°C,28.6275%
2022-04-16 05:26:26.639142,IERS2010 latitude +35.1714 N longitude 31.1864 E elevation 416054.5 m,In sunlight,"x: 6.093699932098389, y: 34.19320297241211, z: -24.650558471679688",34.7069°C,28.3369%
2022-04-16 05:26:41.772666,IERS2010 latitude +35.8087 N longitude 32.0363 E elevation 416194.0 m,In sunlight,"x: 6.90825891494751, y: 34.70987319946289, z: -24.596376419067383",34.7069°C,29.0834%
2022-04-16 05:26:56.865207,IERS2010 latitude +36.4372 N longitude 32.8985 E elevation 416334.5 m,In sunlight,"x: 6.917891502380371, y: 35.35443115234375, z: -24.615032196044922",34.7425°C,30.2246%
2022-04-16 05:27:11.960591,IERS2010 latitude +37.0585 N longitude 33.7757 E elevation 416476.2 m,In sunlight,"x: 6.819836616516113, y: 36.020992279052734, z: -24.634700775146484",34.7425°C,29.3863%
2022-04-16 05:27:27.054528,IERS2010 latitude +37.6721 N longitude 34.6682 E elevation 416618.8 m,In sunlight,"x: 6.89780330657959, y: 36.50341796875, z: -24.754440307617188",34.6536°C,29.3312%
2022-04-16 05:27:42.146483,IERS2010 latitude +38.2777 N longitude 35.5762 E elevation 416762.3 m,In sunlight,"x: 7.003712177276611, y: 37.04096984863281, z: -24.630647659301758",34.6358°C,29.6494%
2022-04-16 05:27:57.279764,IERS2010 latitude +38.8767 N longitude 36.5030 E elevation 416906.6 m,In sunlight,"x: 7.170331954956055, y: 37.59819412231445, z: -24.612762451171875",34.6358°C,29.4597%
2022-04-16 05:28:12.371012,IERS2010 latitude +39.4655 N longitude 37.4437 E elevation 417051.0 m,In sunlight,"x: 7.410611629486084, y: 38.03950881958008, z: -24.655437469482422",34.6002°C,29.5454%
2022-04-16 05:28:27.464645,IERS2010 latitude +40.0455 N longitude 38.4014 E elevation 417195.5 m,In sunlight,"x: 7.6337080001831055, y: 38.62458038330078, z: -24.803560256958008",34.6358°C,29.319%
2022-04-16 05:28:42.556560,IERS2010 latitude +40.6162 N longitude 39.3763 E elevation 417340.0 m,In sunlight,"x: 7.716561794281006, y: 39.07096862792969, z: -24.79534339904785",34.778°C,29.9095%
2022-04-16 05:28:57.644991,IERS2010 latitude +41.1773 N longitude 40.3686 E elevation 417484.3 m,In sunlight,"x: 7.886907577514648, y: 39.520626068115234, z: -24.67868995666504",34.6891°C,29.4383%
2022-04-16 05:29:12.769407,IERS2010 latitude +41.7298 N longitude 41.3813 E elevation 417628.4 m,In sunlight,"x: 8.145580291748047, y: 40.083980560302734, z: -24.624332427978516",34.7425°C,28.0737%
2022-04-16 05:29:27.860777,IERS2010 latitude +42.2708 N longitude 42.4102 E elevation 417771.6 m,In sunlight,"x: 8.319772720336914, y: 40.55829620361328, z: -24.547853469848633",34.7069°C,29.5362%
2022-04-16 05:29:42.955342,IERS2010 latitude +42.8014 N longitude 43.4578 E elevation 417914.1 m,In sunlight,"x: 8.301213264465332, y: 41.045753479003906, z: -24.519336700439453",34.6713°C,29.3588%
2022-04-16 05:29:58.046454,IERS2010 latitude +43.3208 N longitude 44.5241 E elevation 418055.5 m,In sunlight,"x: 8.467229843139648, y: 41.45880889892578, z: -24.450218200683594",34.7069°C,30.194%
2022-04-16 05:30:13.134986,IERS2010 latitude +43.8288 N longitude 45.6093 E elevation 418195.8 m,In sunlight,"x: 8.533659934997559, y: 41.87520217895508, z: -24.555252075195312",34.6536°C,29.7565%
2022-04-16 05:30:28.275978,IERS2010 latitude +44.3267 N longitude 46.7178 E elevation 418335.1 m,In sunlight,"x: 8.756397247314453, y: 42.44293975830078, z: -24.699249267578125",34.6891°C,29.267%
2022-04-16 05:30:43.356693,IERS2010 latitude +44.8105 N longitude 47.8415 E elevation 418472.4 m,In sunlight,"x: 9.001327514648438, y: 42.98302459716797, z: -24.56385612487793",34.5469°C,28.1594%
2022-04-16 05:30:58.446519,IERS2010 latitude +45.2820 N longitude 48.9855 E elevation 418608.0 m,In sunlight,"x: 9.195242881774902, y: 43.29964065551758, z: -24.476974487304688",34.6358°C,30.5245%
2022-04-16 05:31:13.545005,IERS2010 latitude +45.7407 N longitude 50.1501 E elevation 418741.9 m,In sunlight,"x: 9.311563491821289, y: 43.793174743652344, z: -24.49146270751953",34.6358°C,30.0441%
2022-04-16 05:31:28.656692,IERS2010 latitude +46.1864 N longitude 51.3357 E elevation 418873.8 m,In sunlight,"x: 9.50265884399414, y: 44.30664825439453, z: -24.457304000854492",34.778°C,28.5266%
2022-04-16 05:31:43.781503,IERS2010 latitude +46.6186 N longitude 52.5422 E elevation 419003.6 m,In sunlight,"x: 9.643900871276855, y: 44.74751663208008, z: -24.326553344726562",34.6002°C,31.1823%
2022-04-16 05:31:58.862245,IERS2010 latitude +47.0353 N longitude 53.7652 E elevation 419130.7 m,In sunlight,"x: 9.929071426391602, y: 45.252357482910156, z: -24.532501220703125",34.6713°C,28.7407%
2022-04-16 05:32:13.966724,IERS2010 latitude +47.4379 N longitude 55.0099 E elevation 419255.5 m,In sunlight,"x: 10.18893051147461, y: 45.66994094848633, z: -24.775415420532227",34.6002°C,29.4659%
2022-04-16 05:32:29.071240,IERS2010 latitude +47.8254 N longitude 56.2743 E elevation 419377.7 m,In sunlight,"x: 10.456939697265625, y: 45.944358825683594, z: -24.624954223632812",34.6002°C,29.8667%
2022-04-16 05:32:44.166198,IERS2010 latitude +48.1970 N longitude 57.5573 E elevation 419496.9 m,In sunlight,"x: 10.527920722961426, y: 46.32602310180664, z: -24.54690933227539",34.7247°C,29.1109%
2022-04-16 05:32:59.294456,IERS2010 latitude +48.5534 N longitude 58.8624 E elevation 419613.5 m,In sunlight,"x: 10.76600456237793, y: 46.82517623901367, z: -24.3966064453125",34.6536°C,29.065%
2022-04-16 05:33:14.394858,IERS2010 latitude +48.8928 N longitude 60.1839 E elevation 419726.8 m,In sunlight,"x: 10.84992504119873, y: 47.225860595703125, z: -24.595335006713867",34.6713°C,29.2823%
2022-04-16 05:33:29.502706,IERS2010 latitude +49.2154 N longitude 61.5243 E elevation 419837.0 m,In sunlight,"x: 11.16187858581543, y: 47.75695037841797, z: -24.57149887084961",34.6713°C,29.9737%
2022-04-16 05:33:44.594766,IERS2010 latitude +49.5205 N longitude 62.8813 E elevation 419943.7 m,In sunlight,"x: 11.26708698272705, y: 48.1867790222168, z: -24.522443771362305",34.778°C,29.4934%
2022-04-16 05:33:59.689599,IERS2010 latitude +49.8080 N longitude 64.2556 E elevation 420047.1 m,In sunlight,"x: 11.49255084991455, y: 48.63433074951172, z: -24.556798934936523",34.6891°C,29.2731%
2022-04-16 05:34:14.836315,IERS2010 latitude +50.0783 N longitude 65.6514 E elevation 420147.3 m,In sunlight,"x: 11.832573890686035, y: 49.004024505615234, z: -24.346206665039062",34.7247°C,29.4291%
2022-04-16 05:34:29.922759,IERS2010 latitude +50.3292 N longitude 67.0574 E elevation 420243.4 m,In sunlight,"x: 11.905768394470215, y: 49.35012435913086, z: -24.390090942382812",34.6002°C,29.2058%
2022-04-16 05:34:45.010000,IERS2010 latitude +50.5613 N longitude 68.4783 E elevation 420335.8 m,In sunlight,"x: 12.200065612792969, y: 49.592376708984375, z: -24.196308135986328",34.5647°C,28.4654%
2022-04-16 05:35:00.105045,IERS2010 latitude +50.7745 N longitude 69.9141 E elevation 420424.5 m,In sunlight,"x: 12.517661094665527, y: 49.915992736816406, z: -24.487443923950195",34.618°C,29.1507%
2022-04-16 05:35:15.216613,IERS2010 latitude +50.9684 N longitude 71.3644 E elevation 420509.3 m,In sunlight,"x: 12.667043685913086, y: 50.28458023071289, z: -24.609708786010742",34.6713°C,28.961%
2022-04-16 05:35:30.364571,IERS2010 latitude +51.1431 N longitude 72.8303 E elevation 420590.4 m,In sunlight,"x: 12.942217826843262, y: 50.542579650878906, z: -24.440744400024414",34.6536°C,29.4047%
2022-04-16 05:35:45.440687,IERS2010 latitude +51.2969 N longitude 74.3000 E elevation 420667.0 m,In sunlight,"x: 13.306640625, y: 50.93815994262695, z: -24.46926498413086",34.6536°C,29.1568%
2022-04-16 05:36:00.545019,IERS2010 latitude +51.4308 N longitude 75.7821 E elevation 420739.7 m,In sunlight,"x: 13.550588607788086, y: 51.24543762207031, z: -24.71668815612793",34.7069°C,28.8906%
2022-04-16 05:36:15.646290,IERS2010 latitude +51.5442 N longitude 77.2721 E elevation 420808.2 m,In sunlight,"x: 13.775077819824219, y: 51.388309478759766, z: -24.586971282958984",34.6358°C,30.0502%
2022-04-16 05:36:30.746709,IERS2010 latitude +51.6369 N longitude 78.7691 E elevation 420872.5 m,In sunlight,"x: 14.082542419433594, y: 51.704166412353516, z: -24.606042861938477",34.5647°C,29.7779%
2022-04-16 05:36:45.890893,IERS2010 latitude +51.7091 N longitude 80.2762 E elevation 420932.6 m,In sunlight,"x: 14.373611450195312, y: 52.0568733215332, z: -24.500186920166016",34.618°C,29.1844%
2022-04-16 05:37:00.967318,IERS2010 latitude +51.7601 N longitude 81.7806 E elevation 420988.3 m,In sunlight,"x: 14.814009666442871, y: 52.365211486816406, z: -24.439464569091797",34.7069°C,29.5423%
2022-04-16 05:37:16.076616,IERS2010 latitude +51.7902 N longitude 83.2912 E elevation 421039.7 m,In sunlight,"x: 14.962445259094238, y: 52.64858627319336, z: -24.487255096435547",34.6713°C,29.1874%
2022-04-16 05:37:31.174639,IERS2010 latitude +51.7993 N longitude 84.8020 E elevation 421086.7 m,In sunlight,"x: 15.267746925354004, y: 53.07670974731445, z: -24.578079223632812",34.6002°C,29.527%
2022-04-16 05:37:46.264968,IERS2010 latitude +51.7873 N longitude 86.3119 E elevation 421129.4 m,In sunlight,"x: 15.698627471923828, y: 53.23634338378906, z: -24.500734329223633",34.618°C,29.1446%
2022-04-16 05:38:01.394653,IERS2010 latitude +51.7542 N longitude 87.8241 E elevation 421167.7 m,In sunlight,"x: 16.14557456970215, y: 53.52480697631836, z: -24.46251106262207",34.6358°C,29.3373%
2022-04-16 05:38:16.491370,IERS2010 latitude +51.7003 N longitude 89.3300 E elevation 421201.7 m,In sunlight,"x: 16.565900802612305, y: 53.799224853515625, z: -24.358028411865234",34.6002°C,29.6586%
2022-04-16 05:38:31.588626,IERS2010 latitude +51.6254 N longitude 90.8315 E elevation 421231.2 m,In sunlight,"x: 17.017351150512695, y: 54.10468292236328, z: -24.44034767150879",34.6536°C,29.2425%
2022-04-16 05:38:46.679878,IERS2010 latitude +51.5299 N longitude 92.3265 E elevation 421256.4 m,In sunlight,"x: 17.360095977783203, y: 54.25205612182617, z: -24.700288772583008",34.6713°C,28.8662%
2022-04-16 05:39:01.764226,IERS2010 latitude +51.4138 N longitude 93.8136 E elevation 421277.2 m,In sunlight,"x: 17.68690299987793, y: 54.3836784362793, z: -24.4780216217041",34.6536°C,29.0406%
2022-04-16 05:39:16.890684,IERS2010 latitude +51.2770 N longitude 95.2964 E elevation 421293.8 m,In sunlight,"x: 18.189632415771484, y: 54.461002349853516, z: -24.49303436279297",34.6358°C,29.3588%
2022-04-16 05:39:31.972717,IERS2010 latitude +51.1204 N longitude 96.7649 E elevation 421306.1 m,In sunlight,"x: 18.542001724243164, y: 54.39780044555664, z: -24.52934455871582",34.6002°C,29.7351%
2022-04-16 05:39:47.067000,IERS2010 latitude +50.9438 N longitude 98.2237 E elevation 421314.1 m,In sunlight,"x: 18.95985984802246, y: 54.45096206665039, z: -24.63739585876465",34.6713°C,29.3435%
2022-04-16 05:40:02.153231,IERS2010 latitude +50.7476 N longitude 99.6696 E elevation 421317.9 m,In sunlight,"x: 19.40538215637207, y: 54.51754379272461, z: -24.48544692993164",34.618°C,29.0161%
2022-04-16 05:40:17.222637,IERS2010 latitude +50.5324 N longitude 101.1007 E elevation 421317.6 m,In sunlight,"x: 19.934741973876953, y: 54.68612289428711, z: -24.366954803466797",34.6536°C,30.3409%
2022-04-16 05:40:32.345206,IERS2010 latitude +50.2973 N longitude 102.5227 E elevation 421313.2 m,In sunlight,"x: 20.456857681274414, y: 54.54485321044922, z: -24.24308204650879",34.5647°C,30.0135%
2022-04-16 05:40:47.438324,IERS2010 latitude +50.0440 N longitude 103.9268 E elevation 421304.8 m,In sunlight,"x: 20.86107635498047, y: 54.71708297729492, z: -24.14319610595703",34.7425°C,27.9269%
2022-04-16 05:41:02.542731,IERS2010 latitude +49.7721 N longitude 105.3160 E elevation 421292.4 m,In sunlight,"x: 21.359865188598633, y: 54.69295883178711, z: -23.969606399536133",34.6891°C,29.0742%
2022-04-16 05:41:17.646975,IERS2010 latitude +49.4823 N longitude 106.6885 E elevation 421276.1 m,In sunlight,"x: 21.934598922729492, y: 54.6910514831543, z: -23.80077362060547",34.5469°C,30.5826%
2022-04-16 05:41:32.756581,IERS2010 latitude +49.1747 N longitude 108.0441 E elevation 421256.1 m,In sunlight,"x: 22.50625228881836, y: 54.704490661621094, z: -23.825035095214844",34.7247°C,30.1023%
2022-04-16 05:41:47.903573,IERS2010 latitude +48.8492 N longitude 109.3851 E elevation 421232.3 m,In sunlight,"x: 23.040523529052734, y: 54.63396453857422, z: -23.705657958984375",34.5824°C,29.1324%
2022-04-16 05:42:02.978696,IERS2010 latitude +48.5084 N longitude 110.7013 E elevation 421204.9 m,In sunlight,"x: 23.538240432739258, y: 54.73100280761719, z: -23.514949798583984",34.7247°C,29.1262%
2022-04-16 05:42:18.074636,IERS2010 latitude +48.1508 N longitude 112.0005 E elevation 421174.1 m,In sunlight,"x: 24.113021850585938, y: 54.61336898803711, z: -23.52903175354004",34.6891°C,29.8483%
2022-04-16 05:42:33.186014,IERS2010 latitude +47.7770 N longitude 113.2818 E elevation 421139.8 m,In sunlight,"x: 24.612022399902344, y: 54.454002380371094, z: -23.468734741210938",34.6713°C,31.1119%
2022-04-16 05:42:48.285235,IERS2010 latitude +47.3879 N longitude 114.5425 E elevation 421102.2 m,In sunlight,"x: 25.124404907226562, y: 54.28375244140625, z: -23.226823806762695",34.6002°C,29.5332%
2022-04-16 05:43:03.389833,IERS2010 latitude +46.9837 N longitude 115.7840 E elevation 421061.5 m,In sunlight,"x: 25.575908660888672, y: 54.185604095458984, z: -22.991945266723633",34.6536°C,29.1018%
2022-04-16 05:43:18.452614,IERS2010 latitude +46.5659 N longitude 117.0023 E elevation 421017.8 m,In sunlight,"x: 26.107669830322266, y: 53.938297271728516, z: -23.018789291381836",34.6536°C,29.3557%
2022-04-16 05:43:33.539582,IERS2010 latitude +46.1334 N longitude 118.2027 E elevation 420971.1 m,In sunlight,"x: 26.519376754760742, y: 53.84233474731445, z: -22.913646697998047",34.4758°C,29.4138%
2022-04-16 05:43:48.625160,IERS2010 latitude +45.6871 N longitude 119.3830 E elevation 420921.7 m,In sunlight,"x: 27.017404556274414, y: 53.843074798583984, z: -22.81448745727539",34.6713°C,29.5944%
2022-04-16 05:44:03.720522,IERS2010 latitude +45.2272 N longitude 120.5442 E elevation 420869.6 m,In sunlight,"x: 27.454364776611328, y: 53.79727554321289, z: -22.557722091674805",34.5469°C,28.9304%
2022-04-16 05:44:18.851840,IERS2010 latitude +44.7532 N longitude 121.6882 E elevation 420814.9 m,In sunlight,"x: 27.982940673828125, y: 53.47909927368164, z: -22.455930709838867",34.618°C,28.8937%
2022-04-16 05:44:33.941645,IERS2010 latitude +44.2680 N longitude 122.8094 E elevation 420757.9 m,In sunlight,"x: 28.36802864074707, y: 53.044158935546875, z: -22.167444229125977",34.6536°C,29.5454%
2022-04-16 05:44:49.031352,IERS2010 latitude +43.7707 N longitude 123.9110 E elevation 420698.7 m,In sunlight,"x: 28.92401885986328, y: 52.81033706665039, z: -22.134521484375",34.5469°C,29.5362%
2022-04-16 05:45:04.119900,IERS2010 latitude +43.2618 N longitude 124.9932 E elevation 420637.5 m,In sunlight,"x: 29.521772384643555, y: 52.506553649902344, z: -22.22443199157715",34.6536°C,28.9794%
2022-04-16 05:45:19.227870,IERS2010 latitude +42.7409 N longitude 126.0576 E elevation 420574.3 m,In sunlight,"x: 30.089279174804688, y: 52.12565994262695, z: -22.22100830078125",34.6536°C,28.5755%
2022-04-16 05:45:34.374407,IERS2010 latitude +42.2077 N longitude 127.1057 E elevation 420509.1 m,In sunlight,"x: 30.16608428955078, y: 51.73805618286133, z: -21.778932571411133",34.6002°C,28.7958%
2022-04-16 05:45:49.457332,IERS2010 latitude +41.6662 N longitude 128.1309 E elevation 420442.7 m,In sunlight,"x: 30.71265983581543, y: 51.27375030517578, z: -21.553457260131836",34.7069°C,29.2792%
2022-04-16 05:46:04.549113,IERS2010 latitude +41.1142 N longitude 129.1384 E elevation 420374.8 m,In sunlight,"x: 31.209217071533203, y: 50.890071868896484, z: -21.592437744140625",34.6891°C,29.3679%
2022-04-16 05:46:19.634975,IERS2010 latitude +40.5526 N longitude 130.1277 E elevation 420305.7 m,In sunlight,"x: 31.69691276550293, y: 50.583106994628906, z: -21.266748428344727",34.6536°C,29.472%
2022-04-16 05:46:34.736123,IERS2010 latitude +39.9810 N longitude 131.1003 E elevation 420235.5 m,In sunlight,"x: 32.30017852783203, y: 50.170440673828125, z: -21.091142654418945",34.6358°C,28.9151%
2022-04-16 05:46:49.851490,IERS2010 latitude +39.3997 N longitude 132.0566 E elevation 420164.3 m,In sunlight,"x: 32.89138412475586, y: 49.58721923828125, z: -20.8588924407959",34.6713°C,29.0069%
2022-04-16 05:47:04.912653,IERS2010 latitude +38.8116 N longitude 132.9926 E elevation 420092.7 m,In sunlight,"x: 33.49979019165039, y: 49.23830032348633, z: -20.621990203857422",34.4935°C,29.27%
2022-04-16 05:47:20.010941,IERS2010 latitude +38.2137 N longitude 133.9145 E elevation 420020.3 m,In sunlight,"x: 33.9809455871582, y: 48.58600616455078, z: -20.229625701904297",34.6713°C,29.3098%
2022-04-16 05:47:35.104667,IERS2010 latitude +37.6078 N longitude 134.8201 E elevation 419947.7 m,In sunlight,"x: 34.45555114746094, y: 48.104305267333984, z: -19.96091651916504",34.6536°C,29.0467%
2022-04-16 05:47:50.195273,IERS2010 latitude +36.9941 N longitude 135.7098 E elevation 419874.8 m,In sunlight,"x: 35.004295349121094, y: 47.59435272216797, z: -19.70553970336914",34.5647°C,29.4567%
2022-04-16 05:48:05.327464,IERS2010 latitude +36.3712 N longitude 136.5866 E elevation 419801.8 m,In sunlight,"x: 35.385826110839844, y: 46.96616744995117, z: -19.86562156677246",34.5469°C,29.3006%
2022-04-16 05:48:20.425078,IERS2010 latitude +35.7424 N longitude 137.4466 E elevation 419729.2 m,In sunlight,"x: 35.71076965332031, y: 46.51919174194336, z: -19.933006286621094",34.6358°C,29.2517%
2022-04-16 05:48:35.520753,IERS2010 latitude +35.1066 N longitude 138.2919 E elevation 419656.9 m,In sunlight,"x: 36.19993209838867, y: 45.98019790649414, z: -19.717933654785156",34.7425°C,29.7779%
2022-04-16 05:48:50.610884,IERS2010 latitude +34.4643 N longitude 139.1229 E elevation 419585.2 m,In sunlight,"x: 36.59169387817383, y: 45.352867126464844, z: -19.739423751831055",34.5469°C,29.3312%
2022-04-16 05:49:05.700744,IERS2010 latitude +33.8156 N longitude 139.9402 E elevation 419514.3 m,In sunlight,"x: 36.933807373046875, y: 44.773250579833984, z: -19.52576446533203",34.6713°C,29.2945%
2022-04-16 05:49:20.823346,IERS2010 latitude +33.1592 N longitude 140.7461 E elevation 419444.2 m,In sunlight,"x: 37.104827880859375, y: 44.164634704589844, z: -19.357885360717773",34.5824°C,29.3741%
