Date/Time,Location,Sunlight,Magnetic field strength,Temperature,Humidity
2022-04-16 04:10:11.065073,IERS2010 latitude +47.0413 N longitude 139.2032 E elevation 421082.9 m,In sunlight,"x: 28.161531448364258, y: 51.498497009277344, z: -23.006404876708984",34.8847°C,29.0497%
2022-04-16 04:10:26.156544,IERS2010 latitude +46.6248 N longitude 140.4266 E elevation 421039.6 m,In sunlight,"x: 28.4942569732666, y: 51.304866790771484, z: -22.932968139648438",34.9736°C,29.5148%
2022-04-16 04:10:41.249175,IERS2010 latitude +46.1940 N longitude 141.6302 E elevation 420993.4 m,In sunlight,"x: 28.82281494140625, y: 50.83881759643555, z: -22.986486434936523",34.938°C,29.4047%
2022-04-16 04:10:56.346607,IERS2010 latitude +45.7492 N longitude 142.8142 E elevation 420944.3 m,In sunlight,"x: 29.143352508544922, y: 50.49623489379883, z: -22.82858657836914",34.938°C,29.3282%
2022-04-16 04:11:11.489357,IERS2010 latitude +45.2897 N longitude 143.9817 E elevation 420892.4 m,In sunlight,"x: 29.560386657714844, y: 50.01403045654297, z: -22.49329376220703",34.9558°C,29.1691%
2022-04-16 04:11:26.567240,IERS2010 latitude +44.8191 N longitude 145.1244 E elevation 420838.2 m,In sunlight,"x: 29.87257957458496, y: 49.63616180419922, z: -22.387121200561523",34.938°C,28.6459%
2022-04-16 04:11:41.666725,IERS2010 latitude +44.3353 N longitude 146.2489 E elevation 420781.5 m,In sunlight,"x: 30.212873458862305, y: 49.16202926635742, z: -22.514217376708984",35.0092°C,29.0344%
2022-04-16 04:11:56.772671,IERS2010 latitude +43.8392 N longitude 147.3544 E elevation 420722.5 m,In sunlight,"x: 30.621740341186523, y: 48.66427230834961, z: -22.34816551208496",34.9736°C,28.7132%
2022-04-16 04:12:11.860636,IERS2010 latitude +43.3318 N longitude 148.4391 E elevation 420661.6 m,In sunlight,"x: 31.0245361328125, y: 48.23506546020508, z: -22.275558471679688",34.938°C,31.9778%
2022-04-16 04:12:26.992589,IERS2010 latitude +42.8116 N longitude 149.5078 E elevation 420598.5 m,In sunlight,"x: 31.414281845092773, y: 47.770118713378906, z: -22.176904678344727",34.9025°C,29.7229%
2022-04-16 04:12:42.081901,IERS2010 latitude +42.2819 N longitude 150.5546 E elevation 420533.9 m,In sunlight,"x: 31.786596298217773, y: 47.33602523803711, z: -22.102088928222656",34.938°C,28.2726%
2022-04-16 04:12:57.175252,IERS2010 latitude +41.7414 N longitude 151.5830 E elevation 420467.6 m,In sunlight,"x: 32.045799255371094, y: 46.840396881103516, z: -21.872346878051758",34.938°C,29.3159%
2022-04-16 04:13:12.266520,IERS2010 latitude +41.1908 N longitude 152.5930 E elevation 420399.9 m,In sunlight,"x: 32.35881805419922, y: 46.48435592651367, z: -21.698589324951172",35.0092°C,29.8483%
2022-04-16 04:13:27.359064,IERS2010 latitude +40.6303 N longitude 153.5851 E elevation 420330.9 m,In sunlight,"x: 32.59856033325195, y: 46.01295852661133, z: -21.58795738220215",34.9025°C,29.5576%
2022-04-16 04:13:42.496081,IERS2010 latitude +40.0586 N longitude 154.5624 E elevation 420260.6 m,In sunlight,"x: 33.017478942871094, y: 45.532867431640625, z: -21.396427154541016",34.938°C,29.4597%
2022-04-16 04:13:57.564892,IERS2010 latitude +39.4803 N longitude 155.5181 E elevation 420189.8 m,In sunlight,"x: 33.4633674621582, y: 45.192745208740234, z: -21.09362030029297",34.9914°C,28.0095%
2022-04-16 04:14:12.656461,IERS2010 latitude +38.8923 N longitude 156.4583 E elevation 420118.0 m,In sunlight,"x: 33.672584533691406, y: 44.65883255004883, z: -20.7541561126709",35.0269°C,29.2578%
2022-04-16 04:14:27.745260,IERS2010 latitude +38.2959 N longitude 157.3818 E elevation 420045.8 m,In sunlight,"x: 33.941097259521484, y: 44.06730270385742, z: -20.835086822509766",34.8847°C,29.0895%
2022-04-16 04:14:42.834966,IERS2010 latitude +37.6912 N longitude 158.2893 E elevation 419973.1 m,In sunlight,"x: 34.02402114868164, y: 43.531124114990234, z: -20.709075927734375",34.9203°C,29.5729%
2022-04-16 04:14:57.987313,IERS2010 latitude +37.0761 N longitude 159.1848 E elevation 419899.9 m,In sunlight,"x: 34.385066986083984, y: 43.256431579589844, z: -20.667390823364258",34.9736°C,29.6494%
2022-04-16 04:15:13.054722,IERS2010 latitude +36.4568 N longitude 160.0599 E elevation 419827.2 m,In sunlight,"x: 34.550323486328125, y: 42.87593460083008, z: -20.637413024902344",34.9558°C,29.0314%
2022-04-16 04:15:28.144974,IERS2010 latitude +35.8293 N longitude 160.9214 E elevation 419754.5 m,In sunlight,"x: 34.779884338378906, y: 42.33313751220703, z: -20.37260627746582",34.8314°C,30.1298%
2022-04-16 04:15:43.246313,IERS2010 latitude +35.1942 N longitude 161.7690 E elevation 419682.1 m,In sunlight,"x: 34.98697280883789, y: 41.83304977416992, z: -20.375843048095703",34.8314°C,29.3343%
2022-04-16 04:15:58.352002,IERS2010 latitude +34.5522 N longitude 162.6028 E elevation 419610.2 m,In sunlight,"x: 35.1868896484375, y: 41.34896469116211, z: -20.17476463317871",34.9203°C,29.163%
2022-04-16 04:16:13.482744,IERS2010 latitude +33.9026 N longitude 163.4241 E elevation 419538.9 m,In sunlight,"x: 35.42041015625, y: 40.81647491455078, z: -20.04145622253418",34.7958°C,29.3404%
2022-04-16 04:16:28.557161,IERS2010 latitude +33.2491 N longitude 164.2292 E elevation 419468.9 m,In sunlight,"x: 35.675086975097656, y: 40.26063919067383, z: -20.016109466552734",34.9203°C,29.7351%
2022-04-16 04:16:43.666662,IERS2010 latitude +32.5880 N longitude 165.0231 E elevation 419399.7 m,In sunlight,"x: 35.82802200317383, y: 39.72136306762695, z: -19.886964797973633",34.9025°C,29.0222%
2022-04-16 04:16:58.768661,IERS2010 latitude +31.9215 N longitude 165.8042 E elevation 419331.9 m,In sunlight,"x: 35.898685455322266, y: 39.407615661621094, z: -19.494401931762695",34.938°C,29.7229%
2022-04-16 04:17:13.859792,IERS2010 latitude +31.2499 N longitude 166.5726 E elevation 419265.6 m,In sunlight,"x: 36.30009460449219, y: 38.87390899658203, z: -19.600543975830078",34.9558°C,30.2675%
2022-04-16 04:17:28.989532,IERS2010 latitude +30.5712 N longitude 167.3312 E elevation 419200.8 m,In sunlight,"x: 36.40227127075195, y: 38.441184997558594, z: -19.501493453979492",34.9025°C,28.6673%
2022-04-16 04:17:44.080760,IERS2010 latitude +29.8890 N longitude 168.0765 E elevation 419138.0 m,In sunlight,"x: 36.581382751464844, y: 38.052711486816406, z: -19.4692325592041",34.938°C,30.0319%
2022-04-16 04:17:59.170029,IERS2010 latitude +29.2020 N longitude 168.8107 E elevation 419077.2 m,In sunlight,"x: 36.6397819519043, y: 37.52617263793945, z: -19.166784286499023",34.8847°C,29.2976%
2022-04-16 04:18:14.254977,IERS2010 latitude +28.5105 N longitude 169.5342 E elevation 419018.7 m,In sunlight,"x: 36.90463638305664, y: 37.13867950439453, z: -19.083843231201172",34.9558°C,28.6642%
2022-04-16 04:18:29.334941,IERS2010 latitude +27.8146 N longitude 170.2472 E elevation 418962.5 m,In sunlight,"x: 37.03742980957031, y: 36.815425872802734, z: -19.701873779296875",34.8669°C,30.0839%
2022-04-16 04:18:44.459752,IERS2010 latitude +27.1123 N longitude 170.9524 E elevation 418908.8 m,In sunlight,"x: 37.26112747192383, y: 36.349056243896484, z: -19.546489715576172",34.8847°C,29.4261%
2022-04-16 04:18:59.550770,IERS2010 latitude +26.4074 N longitude 171.6465 E elevation 418857.9 m,In sunlight,"x: 37.23004150390625, y: 35.85730743408203, z: -19.61385726928711",34.9558°C,27.8381%
2022-04-16 04:19:14.648805,IERS2010 latitude +25.6982 N longitude 172.3318 E elevation 418809.9 m,In sunlight,"x: 37.430294036865234, y: 35.43180465698242, z: -19.58211898803711",34.9025°C,29.42%
2022-04-16 04:19:29.739883,IERS2010 latitude +24.9854 N longitude 173.0079 E elevation 418764.9 m,In sunlight,"x: 37.64781951904297, y: 34.94353485107422, z: -19.240888595581055",34.8669°C,29.7259%
2022-04-16 04:19:44.831500,IERS2010 latitude +24.2689 N longitude 173.6756 E elevation 418723.2 m,In sunlight,"x: 37.896488189697266, y: 34.5661506652832, z: -19.251628875732422",34.8136°C,29.5332%
2022-04-16 04:19:59.964265,IERS2010 latitude +23.5470 N longitude 174.3369 E elevation 418684.8 m,In sunlight,"x: 38.064231872558594, y: 34.22995376586914, z: -19.123022079467773",34.9203°C,29.7688%
2022-04-16 04:20:15.042686,IERS2010 latitude +22.8242 N longitude 174.9880 E elevation 418650.1 m,In sunlight,"x: 38.1690559387207, y: 33.86820983886719, z: -19.04375457763672",34.9025°C,30.3623%
2022-04-16 04:20:30.130638,IERS2010 latitude +22.0978 N longitude 175.6320 E elevation 418619.1 m,In sunlight,"x: 38.20002746582031, y: 33.55938720703125, z: -18.940149307250977",34.9558°C,29.1691%
2022-04-16 04:20:45.226459,IERS2010 latitude +21.3679 N longitude 176.2691 E elevation 418591.9 m,In sunlight,"x: 38.33855056762695, y: 33.258216857910156, z: -18.920740127563477",34.9203°C,29.6861%
2022-04-16 04:21:00.326344,IERS2010 latitude +20.6349 N longitude 176.8994 E elevation 418568.7 m,In sunlight,"x: 38.50904846191406, y: 32.79667282104492, z: -18.89382553100586",34.8847°C,29.3863%
2022-04-16 04:21:15.463017,IERS2010 latitude +19.8973 N longitude 177.5247 E elevation 418549.6 m,In sunlight,"x: 38.54924392700195, y: 32.23713302612305, z: -18.69515037536621",34.8314°C,29.2915%
2022-04-16 04:21:30.536563,IERS2010 latitude +19.1601 N longitude 178.1410 E elevation 418534.9 m,In sunlight,"x: 38.64962387084961, y: 31.83464241027832, z: -18.629941940307617",34.9203°C,29.527%
2022-04-16 04:21:45.636017,IERS2010 latitude +18.4192 N longitude 178.7523 E elevation 418524.6 m,In sunlight,"x: 38.866783142089844, y: 31.400646209716797, z: -18.747989654541016",34.9203°C,29.8575%
2022-04-16 04:22:00.735006,IERS2010 latitude +17.6758 N longitude 179.3579 E elevation 418518.8 m,In sunlight,"x: 38.9351921081543, y: 30.99512481689453, z: -18.654300689697266",34.9914°C,29.0865%
2022-04-16 04:22:15.838584,IERS2010 latitude +16.9299 N longitude 179.9581 E elevation 418517.7 m,In sunlight,"x: 39.04258728027344, y: 30.703006744384766, z: -18.776105880737305",34.8491°C,28.5633%
2022-04-16 04:22:30.965998,IERS2010 latitude +16.1806 N longitude -179.4459 E elevation 418521.4 m,In sunlight,"x: 39.168643951416016, y: 30.18401527404785, z: -18.8419132232666",34.8314°C,29.4659%
2022-04-16 04:22:46.058184,IERS2010 latitude +15.4311 N longitude -178.8563 E elevation 418529.9 m,In sunlight,"x: 39.332763671875, y: 29.798778533935547, z: -18.939939498901367",34.8491°C,27.7586%
2022-04-16 04:23:01.154961,IERS2010 latitude +14.6794 N longitude -178.2711 E elevation 418543.5 m,In sunlight,"x: 39.447452545166016, y: 29.319107055664062, z: -18.87333106994629",34.9025°C,29.2547%
2022-04-16 04:23:16.249838,IERS2010 latitude +13.9259 N longitude -177.6905 E elevation 418562.2 m,In sunlight,"x: 39.56032943725586, y: 28.751684188842773, z: -18.680723190307617",34.7958°C,28.3093%
2022-04-16 04:23:31.341627,IERS2010 latitude +13.1709 N longitude -177.1141 E elevation 418586.1 m,In sunlight,"x: 39.787628173828125, y: 28.367137908935547, z: -18.668581008911133",34.778°C,28.0921%
2022-04-16 04:23:46.469572,IERS2010 latitude +12.4125 N longitude -176.5403 E elevation 418615.3 m,In sunlight,"x: 39.92129135131836, y: 27.868885040283203, z: -18.43309783935547",34.9025°C,29.0191%
2022-04-16 04:24:01.554324,IERS2010 latitude +11.6547 N longitude -175.9718 E elevation 418649.8 m,In sunlight,"x: 40.166934967041016, y: 27.29596710205078, z: -18.50281524658203",34.8491°C,29.0039%
2022-04-16 04:24:16.643466,IERS2010 latitude +10.8953 N longitude -175.4066 E elevation 418689.8 m,In sunlight,"x: 40.45515060424805, y: 26.80025291442871, z: -18.397232055664062",34.8669°C,29.2333%
2022-04-16 04:24:31.730726,IERS2010 latitude +10.1348 N longitude -174.8446 E elevation 418735.3 m,In sunlight,"x: 40.605899810791016, y: 26.391334533691406, z: -18.237239837646484",34.8669°C,29.68%
2022-04-16 04:24:46.814995,IERS2010 latitude +9.3731 N longitude -174.2857 E elevation 418786.3 m,In sunlight,"x: 40.839393615722656, y: 26.041698455810547, z: -18.228824615478516",34.8491°C,28.7162%
2022-04-16 04:25:01.953313,IERS2010 latitude +8.6077 N longitude -173.7275 E elevation 418843.1 m,In sunlight,"x: 41.01625442504883, y: 25.545419692993164, z: -18.1240177154541",34.8847°C,29.5179%
2022-04-16 04:25:17.014697,IERS2010 latitude +7.8451 N longitude -173.1747 E elevation 418905.3 m,In sunlight,"x: 41.047645568847656, y: 25.26551055908203, z: -18.091615676879883",34.7958°C,28.7407%
2022-04-16 04:25:32.104940,IERS2010 latitude +7.0802 N longitude -172.6230 E elevation 418973.4 m,In sunlight,"x: 41.175689697265625, y: 24.80294418334961, z: -18.068260192871094",34.9025°C,28.6367%
2022-04-16 04:25:47.203910,IERS2010 latitude +6.3140 N longitude -172.0731 E elevation 419047.2 m,In sunlight,"x: 41.35497283935547, y: 24.359556198120117, z: -18.043123245239258",34.8314°C,29.524%
2022-04-16 04:26:02.289803,IERS2010 latitude +5.5478 N longitude -171.5254 E elevation 419126.8 m,In sunlight,"x: 41.594329833984375, y: 23.82244873046875, z: -17.97026824951172",34.7958°C,29.2609%
2022-04-16 04:26:17.426036,IERS2010 latitude +4.7784 N longitude -170.9776 E elevation 419212.4 m,In sunlight,"x: 41.75569152832031, y: 23.326969146728516, z: -17.95394515991211",34.8847°C,29.4383%
2022-04-16 04:26:32.518968,IERS2010 latitude +4.0106 N longitude -170.4326 E elevation 419303.6 m,In sunlight,"x: 41.94793701171875, y: 22.77545166015625, z: -17.93619728088379",34.8669°C,29.5423%
2022-04-16 04:26:47.605320,IERS2010 latitude +3.2428 N longitude -169.8891 E elevation 419400.5 m,In sunlight,"x: 42.014076232910156, y: 22.21652603149414, z: -17.672977447509766",34.7958°C,29.215%
2022-04-16 04:27:02.699062,IERS2010 latitude +2.4742 N longitude -169.3462 E elevation 419503.3 m,In sunlight,"x: 42.04168701171875, y: 21.727088928222656, z: -17.66881561279297",34.8669°C,29.3557%
2022-04-16 04:27:17.784977,IERS2010 latitude +1.7058 N longitude -168.8043 E elevation 419611.9 m,In sunlight,"x: 42.33652114868164, y: 21.325048446655273, z: -17.77142906188965",34.778°C,29.114%
2022-04-16 04:27:32.926225,IERS2010 latitude +0.9343 N longitude -168.2609 E elevation 419726.7 m,In sunlight,"x: 42.49406051635742, y: 20.750574111938477, z: -17.75346565246582",34.7247°C,29.9462%
2022-04-16 04:27:47.994715,IERS2010 latitude +0.1666 N longitude -167.7204 E elevation 419846.7 m,In sunlight,"x: 42.722450256347656, y: 20.25372886657715, z: -17.558815002441406",34.9203°C,28.2237%
2022-04-16 04:28:03.086486,IERS2010 latitude -0.6024 N longitude -167.1792 E elevation 419972.5 m,In sunlight,"x: 42.89881134033203, y: 19.706811904907227, z: -17.47934341430664",34.8847°C,29.371%
2022-04-16 04:28:18.184971,IERS2010 latitude -1.3716 N longitude -166.6376 E elevation 420104.2 m,In sunlight,"x: 43.03774642944336, y: 19.149215698242188, z: -17.15876007080078",34.8669°C,29.4077%
2022-04-16 04:28:33.296394,IERS2010 latitude -2.1413 N longitude -166.0951 E elevation 420241.6 m,In sunlight,"x: 43.11078643798828, y: 18.55013656616211, z: -17.17599868774414",34.8847°C,29.423%
2022-04-16 04:28:48.424426,IERS2010 latitude -2.9116 N longitude -165.5515 E elevation 420384.7 m,In sunlight,"x: 43.218265533447266, y: 18.03647804260254, z: -17.19328498840332",34.8669°C,29.423%
2022-04-16 04:29:03.497127,IERS2010 latitude -3.6787 N longitude -165.0090 E elevation 420532.9 m,In sunlight,"x: 43.3454475402832, y: 17.489112854003906, z: -17.13168716430664",34.8491°C,29.0589%
2022-04-16 04:29:18.606310,IERS2010 latitude -4.4471 N longitude -164.4643 E elevation 420686.9 m,In sunlight,"x: 43.276790618896484, y: 16.84439468383789, z: -17.0056095123291",34.8669°C,29.4995%
2022-04-16 04:29:33.708643,IERS2010 latitude -5.2147 N longitude -163.9185 E elevation 420846.2 m,In sunlight,"x: 43.341949462890625, y: 16.420934677124023, z: -16.783870697021484",34.7958°C,29.1018%
2022-04-16 04:29:48.799891,IERS2010 latitude -5.9811 N longitude -163.3717 E elevation 421010.7 m,In sunlight,"x: 43.51091766357422, y: 15.73535442352295, z: -16.770952224731445",34.7602°C,31.4485%
2022-04-16 04:30:03.932576,IERS2010 latitude -6.7488 N longitude -162.8217 E elevation 421180.9 m,In sunlight,"x: 43.64240646362305, y: 15.130841255187988, z: -16.821321487426758",34.8491°C,29.319%
2022-04-16 04:30:19.022045,IERS2010 latitude -7.5136 N longitude -162.2714 E elevation 421355.8 m,In sunlight,"x: 43.761348724365234, y: 14.53820514678955, z: -16.82072639465332",34.7425°C,30.1237%
2022-04-16 04:30:34.115335,IERS2010 latitude -8.2776 N longitude -161.7189 E elevation 421535.7 m,In sunlight,"x: 43.862613677978516, y: 14.030302047729492, z: -16.612764358520508",34.8669°C,29.3343%
2022-04-16 04:30:49.206608,IERS2010 latitude -9.0405 N longitude -161.1640 E elevation 421720.4 m,In sunlight,"x: 43.86481857299805, y: 13.394174575805664, z: -16.537839889526367",34.8136°C,29.4934%
2022-04-16 04:31:04.306024,IERS2010 latitude -9.8027 N longitude -160.6063 E elevation 421910.1 m,In sunlight,"x: 43.984886169433594, y: 12.852028846740723, z: -16.3408145904541",34.9025°C,29.7443%
2022-04-16 04:31:19.436963,IERS2010 latitude -10.5652 N longitude -160.0447 E elevation 422104.8 m,In sunlight,"x: 44.05070495605469, y: 12.164166450500488, z: -16.077802658081055",34.9025°C,28.9518%
2022-04-16 04:31:34.522284,IERS2010 latitude -11.3242 N longitude -159.4816 E elevation 422303.5 m,In sunlight,"x: 43.84136962890625, y: 11.632781982421875, z: -16.099306106567383",34.8669°C,29.4383%
2022-04-16 04:31:49.611535,IERS2010 latitude -12.0820 N longitude -158.9152 E elevation 422506.7 m,In sunlight,"x: 43.859256744384766, y: 10.8856840133667, z: -16.064167022705078",34.7958°C,29.1997%
2022-04-16 04:32:04.694963,IERS2010 latitude -12.8379 N longitude -158.3455 E elevation 422714.0 m,In sunlight,"x: 43.79131317138672, y: 10.365625381469727, z: -16.101903915405273",34.8669°C,29.472%
2022-04-16 04:32:19.784949,IERS2010 latitude -13.5926 N longitude -157.7717 E elevation 422925.5 m,In sunlight,"x: 43.836734771728516, y: 9.811287879943848, z: -15.821493148803711",34.8847°C,30.0533%
2022-04-16 04:32:34.924540,IERS2010 latitude -14.3481 N longitude -157.1921 E elevation 423141.7 m,In sunlight,"x: 43.97011184692383, y: 9.159760475158691, z: -15.947905540466309",34.8669°C,29.371%
2022-04-16 04:32:50.006598,IERS2010 latitude -15.0988 N longitude -156.6104 E elevation 423360.8 m,In sunlight,"x: 43.98542022705078, y: 8.658614158630371, z: -16.007953643798828",34.8847°C,29.0008%
2022-04-16 04:33:05.094976,IERS2010 latitude -15.8480 N longitude -156.0239 E elevation 423583.7 m,In sunlight,"x: 43.95186996459961, y: 8.17420768737793, z: -15.933364868164062",34.8136°C,29.9615%
2022-04-16 04:33:20.188919,IERS2010 latitude -16.5953 N longitude -155.4325 E elevation 423810.1 m,In sunlight,"x: 43.72444534301758, y: 7.518126487731934, z: -15.90096664428711",34.778°C,28.4286%
2022-04-16 04:33:35.296679,IERS2010 latitude -17.3412 N longitude -154.8355 E elevation 424040.0 m,In sunlight,"x: 43.66900634765625, y: 6.863836288452148, z: -15.86174488067627",34.8491°C,29.3465%
2022-04-16 04:33:50.434568,IERS2010 latitude -18.0863 N longitude -154.2320 E elevation 424273.5 m,In sunlight,"x: 43.582496643066406, y: 6.316904544830322, z: -15.714556694030762",34.8847°C,30.0105%
2022-04-16 04:34:05.514954,IERS2010 latitude -18.8262 N longitude -153.6252 E elevation 424509.0 m,In sunlight,"x: 43.495513916015625, y: 5.750519275665283, z: -15.504936218261719",34.8136°C,29.475%
2022-04-16 04:34:20.623592,IERS2010 latitude -19.5649 N longitude -153.0115 E elevation 424747.6 m,In sunlight,"x: 43.442787170410156, y: 5.272154331207275, z: -15.462196350097656",34.9025°C,29.3251%
2022-04-16 04:34:35.705145,IERS2010 latitude -20.2997 N longitude -152.3927 E elevation 424988.4 m,In sunlight,"x: 43.27096939086914, y: 4.752053737640381, z: -15.37678050994873",34.7602°C,29.5699%
2022-04-16 04:34:50.805831,IERS2010 latitude -21.0326 N longitude -151.7667 E elevation 425231.8 m,In sunlight,"x: 43.13370895385742, y: 4.32347297668457, z: -15.135648727416992",34.8136°C,27.3608%
2022-04-16 04:35:05.933951,IERS2010 latitude -21.7640 N longitude -151.1328 E elevation 425477.7 m,In sunlight,"x: 43.07319641113281, y: 3.752732038497925, z: -15.02344799041748",34.9203°C,28.7866%
2022-04-16 04:35:21.028064,IERS2010 latitude -22.4906 N longitude -150.4934 E elevation 425725.1 m,In sunlight,"x: 42.85092544555664, y: 3.2166860103607178, z: -15.040715217590332",34.778°C,29.4873%
2022-04-16 04:35:36.132665,IERS2010 latitude -23.2145 N longitude -149.8462 E elevation 425974.3 m,In sunlight,"x: 42.758968353271484, y: 2.5839545726776123, z: -14.996831893920898",34.8491°C,27.8596%
2022-04-16 04:35:51.220671,IERS2010 latitude -23.9344 N longitude -149.1921 E elevation 426224.7 m,In sunlight,"x: 42.701202392578125, y: 2.0903499126434326, z: -15.110198974609375",34.8136°C,29.3006%
2022-04-16 04:36:06.311861,IERS2010 latitude -24.6509 N longitude -148.5299 E elevation 426476.4 m,In sunlight,"x: 42.5842170715332, y: 1.7419612407684326, z: -15.175481796264648",34.7602°C,29.8391%
2022-04-16 04:36:21.457153,IERS2010 latitude -25.3663 N longitude -147.8570 E elevation 426730.1 m,In sunlight,"x: 42.44475555419922, y: 1.1974366903305054, z: -15.173935890197754",34.8669°C,29.4353%
2022-04-16 04:36:36.534954,IERS2010 latitude -26.0747 N longitude -147.1786 E elevation 426983.5 m,In sunlight,"x: 42.324466705322266, y: 0.8719960451126099, z: -14.916105270385742",34.7958°C,29.8728%
2022-04-16 04:36:51.635987,IERS2010 latitude -26.7803 N longitude -146.4902 E elevation 427237.9 m,In sunlight,"x: 42.28794479370117, y: 0.39060333371162415, z: -14.717391967773438",34.8491°C,29.5699%
2022-04-16 04:37:06.734950,IERS2010 latitude -27.4816 N longitude -145.7926 E elevation 427492.6 m,In sunlight,"x: 42.03724670410156, y: -0.0923764631152153, z: -14.573861122131348",34.7958°C,30.4633%
2022-04-16 04:37:21.835114,IERS2010 latitude -28.1787 N longitude -145.0854 E elevation 427747.5 m,In sunlight,"x: 41.855125427246094, y: -0.562311589717865, z: -14.496020317077637",34.7958°C,29.2823%
2022-04-16 04:37:36.974901,IERS2010 latitude -28.8732 N longitude -144.3663 E elevation 428003.0 m,In sunlight,"x: 41.64609146118164, y: -0.9608307480812073, z: -14.545051574707031",34.8314°C,29.8605%
2022-04-16 04:37:52.057168,IERS2010 latitude -29.5603 N longitude -143.6396 E elevation 428257.2 m,In sunlight,"x: 41.4720344543457, y: -1.4189075231552124, z: -14.45478343963623",34.7602°C,29.4536%
2022-04-16 04:38:07.155953,IERS2010 latitude -30.2433 N longitude -142.9014 E elevation 428511.1 m,In sunlight,"x: 41.213985443115234, y: -1.931592583656311, z: -14.223376274108887",34.7425°C,28.8478%
2022-04-16 04:38:22.264685,IERS2010 latitude -30.9217 N longitude -142.1517 E elevation 428764.3 m,In sunlight,"x: 41.00996398925781, y: -2.4250636100769043, z: -14.086031913757324",34.8136°C,29.0681%
2022-04-16 04:38:37.360587,IERS2010 latitude -31.5942 N longitude -141.3911 E elevation 429016.4 m,In darkness,"x: 40.717002868652344, y: -2.7592880725860596, z: -14.131568908691406",34.7958°C,29.6127%
2022-04-16 04:38:52.490737,IERS2010 latitude -32.2628 N longitude -140.6170 E elevation 429267.7 m,In darkness,"x: 40.377159118652344, y: -3.0795063972473145, z: -13.979751586914062",34.778°C,29.3924%
2022-04-16 04:39:07.582694,IERS2010 latitude -32.9240 N longitude -139.8327 E elevation 429516.9 m,In darkness,"x: 40.087947845458984, y: -3.290585517883301, z: -13.82485294342041",34.7602°C,29.1201%
2022-04-16 04:39:22.678563,IERS2010 latitude -33.5795 N longitude -139.0355 E elevation 429764.5 m,In darkness,"x: 39.8318977355957, y: -3.526822805404663, z: -13.805132865905762",34.778°C,29.5515%
2022-04-16 04:39:37.776148,IERS2010 latitude -34.2289 N longitude -138.2253 E elevation 430010.0 m,In darkness,"x: 39.5833740234375, y: -3.8653194904327393, z: -13.916952133178711",34.7958°C,29.0344%
2022-04-16 04:39:52.875952,IERS2010 latitude -34.8720 N longitude -137.4015 E elevation 430253.5 m,In darkness,"x: 39.39617156982422, y: -4.175616264343262, z: -13.801753997802734",34.8136°C,29.4536%
2022-04-16 04:40:08.013526,IERS2010 latitude -35.5100 N longitude -136.5619 E elevation 430495.0 m,In darkness,"x: 39.09984588623047, y: -4.332141399383545, z: -13.961668968200684",34.8491°C,30.7081%
2022-04-16 04:40:23.080588,IERS2010 latitude -36.1381 N longitude -135.7120 E elevation 430732.8 m,In darkness,"x: 38.846195220947266, y: -4.629091262817383, z: -13.955394744873047",34.7425°C,30.962%
2022-04-16 04:40:38.169821,IERS2010 latitude -36.7600 N longitude -134.8463 E elevation 430968.0 m,In darkness,"x: 38.64957046508789, y: -4.893445014953613, z: -14.156482696533203",34.8847°C,30.3378%
2022-04-16 04:40:53.264948,IERS2010 latitude -37.3748 N longitude -133.9653 E elevation 431200.2 m,In darkness,"x: 38.3354606628418, y: -5.241453647613525, z: -13.782029151916504",34.7069°C,29.5056%
2022-04-16 04:41:08.376705,IERS2010 latitude -37.9824 N longitude -133.0679 E elevation 431429.3 m,In darkness,"x: 38.12092208862305, y: -5.6690545082092285, z: -13.972494125366211",34.8136°C,29.5576%
2022-04-16 04:41:23.523888,IERS2010 latitude -38.5834 N longitude -132.1525 E elevation 431655.3 m,In darkness,"x: 37.8668098449707, y: -5.93350076675415, z: -13.950037002563477",34.8847°C,29.5454%
2022-04-16 04:41:38.591498,IERS2010 latitude -39.1729 N longitude -131.2259 E elevation 431876.3 m,In darkness,"x: 37.72702407836914, y: -6.308332920074463, z: -14.043838500976562",34.9025°C,30.2093%
2022-04-16 04:41:53.673785,IERS2010 latitude -39.7544 N longitude -130.2818 E elevation 432093.5 m,In darkness,"x: 37.47445297241211, y: -6.546140670776367, z: -13.982193946838379",34.8847°C,30.3837%
2022-04-16 04:42:08.761658,IERS2010 latitude -40.3271 N longitude -129.3204 E elevation 432306.5 m,In darkness,"x: 37.10302734375, y: -6.79078483581543, z: -13.896042823791504",34.8314°C,29.4964%
2022-04-16 04:42:23.852660,IERS2010 latitude -40.8907 N longitude -128.3416 E elevation 432515.1 m,In darkness,"x: 36.91741943359375, y: -6.969974517822266, z: -13.678133964538574",34.7958°C,29.2517%
2022-04-16 04:42:38.994406,IERS2010 latitude -41.4465 N longitude -127.3418 E elevation 432719.7 m,In darkness,"x: 36.66368865966797, y: -7.159782409667969, z: -13.756210327148438",34.778°C,28.9335%
2022-04-16 04:42:54.082697,IERS2010 latitude -41.9904 N longitude -126.3276 E elevation 432918.6 m,In darkness,"x: 36.34115982055664, y: -7.434244632720947, z: -13.585952758789062",34.8669°C,29.5087%
2022-04-16 04:43:09.170029,IERS2010 latitude -42.5238 N longitude -125.2951 E elevation 433112.5 m,In darkness,"x: 35.957340240478516, y: -7.360805511474609, z: -13.494658470153809",34.778°C,29.7351%
